id,video_path,frame_dir,seg_dir,ground_truth
19November_2011_Saturday_tagesschau_default-12,video/test/19November_2011_Saturday_tagesschau_default-12/19November_2011_Saturday_tagesschau_default-12.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/19November_2011_Saturday_tagesschau_default-12/1,CSLR-IIGA/segmentation/test/19November_2011_Saturday_tagesschau_default-12,__ON__ NACHT FUENF IX S+L+Y IX MINUS FUENF BERG
19October_2010_Tuesday_heute_default-3,video/test/19October_2010_Tuesday_heute_default-3/19October_2010_Tuesday_heute_default-3.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/19October_2010_Tuesday_heute_default-3/1,CSLR-IIGA/segmentation/test/19October_2010_Tuesday_heute_default-3,MORGEN KUEHL ZEHN GRAD NUR NORD SCHAFFEN MAXIMAL ZEHN GRAD MITTE BERG BESONDERS OST SUED
19October_2010_Tuesday_tagesschau_default-5,video/test/19October_2010_Tuesday_tagesschau_default-5/19October_2010_Tuesday_tagesschau_default-5.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/19October_2010_Tuesday_tagesschau_default-5/1,CSLR-IIGA/segmentation/test/19October_2010_Tuesday_tagesschau_default-5,TAG WOLKE DANN REGEN NORDWEST MEER IX AUCH MEISTENS IX REGEN SCHNEE SCHNEIEN 
19October_2010_Tuesday_tagesschau_default-6,video/test/19October_2010_Tuesday_tagesschau_default-6/19October_2010_Tuesday_tagesschau_default-6.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/19October_2010_Tuesday_tagesschau_default-6/1,CSLR-IIGA/segmentation/test/19October_2010_Tuesday_tagesschau_default-6,ABEND AUCH EBEN MOEGLICH REGEN GRAUPEL KURZ GEWITTER __OFF__
19September_2010_Sunday_tagesschau_default-11,video/test/19September_2010_Sunday_tagesschau_default-11/19September_2010_Sunday_tagesschau_default-11.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/19September_2010_Sunday_tagesschau_default-11/1,CSLR-IIGA/segmentation/test/19September_2010_Sunday_tagesschau_default-11,DONNERSTAG BISSCHEN SONNE WEST WOLKE MEHR NACH MITTAG BISSCHEN SONNE GEWITTER __OFF__
19September_2010_Sunday_tagesschau_default-6,video/test/19September_2010_Sunday_tagesschau_default-6/19September_2010_Sunday_tagesschau_default-6.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/19September_2010_Sunday_tagesschau_default-6/1,CSLR-IIGA/segmentation/test/19September_2010_Sunday_tagesschau_default-6,__ON__ SUED WIND NUR SCHWACH NORD WEHEN BISSCHEN WEHEN KUESTE STARK STURM WEHEN DAS-WARS 
20April_2011_Wednesday_tagesschau_default-7,video/test/20April_2011_Wednesday_tagesschau_default-7/20April_2011_Wednesday_tagesschau_default-7.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/20April_2011_Wednesday_tagesschau_default-7/1,CSLR-IIGA/segmentation/test/20April_2011_Wednesday_tagesschau_default-7,AUCH TAG VIEL SONNE SPAETER IX QUELL WOLKE
20February_2010_Saturday_tagesschau_default-7,video/test/20February_2010_Saturday_tagesschau_default-7/20February_2010_Saturday_tagesschau_default-7.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/20February_2010_Saturday_tagesschau_default-7/1,CSLR-IIGA/segmentation/test/20February_2010_Saturday_tagesschau_default-7,IX ALPEN MINUS ACHT MAXIMAL NORD FLUSS MINUS EINS FLUSS PLUS ACHT
20January_2010_Wednesday_heute_default-14,video/test/20January_2010_Wednesday_heute_default-14/20January_2010_Wednesday_heute_default-14.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/20January_2010_Wednesday_heute_default-14/1,CSLR-IIGA/segmentation/test/20January_2010_Wednesday_heute_default-14,__ON__ KALT ZEIGEN-BILDSCHIRM NORDOST MINUS FUENF MINUS SIEBEN GRAD 
20July_2010_Tuesday_heute_default-6,video/test/20July_2010_Tuesday_heute_default-6/20July_2010_Tuesday_heute_default-6.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/20July_2010_Tuesday_heute_default-6/1,CSLR-IIGA/segmentation/test/20July_2010_Tuesday_heute_default-6,BITTE IHR VIEL TRINKEN  MOEGLICH BEISPIEL FLUSS FUENF DREISSIG FUENF DREISSIG GRAD KUESTE IX DREISSIG GRAD __OFF__
20June_2011_Monday_heute_default-0,video/test/20June_2011_Monday_heute_default-0/20June_2011_Monday_heute_default-0.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/20June_2011_Monday_heute_default-0/1,CSLR-IIGA/segmentation/test/20June_2011_Monday_heute_default-0,__ON__ SO MANCHMAL ENORM SCHNELL OB SCHOEN SELBST LEUTE MUESSEN ENTSCHEIDUNG GEBEN SCHOEN GUT ABEND EUCH
20June_2011_Monday_heute_default-5,video/test/20June_2011_Monday_heute_default-5/20June_2011_Monday_heute_default-5.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/20June_2011_Monday_heute_default-5/1,CSLR-IIGA/segmentation/test/20June_2011_Monday_heute_default-5,BISSCHEN WARM KALT WARM KALT SO WETTER WECHSELHAFT NICHT-IN-KOMMEND WIE-IMMER WIE-IMMER
20June_2011_Monday_tagesschau_default-0,video/test/20June_2011_Monday_tagesschau_default-0/20June_2011_Monday_tagesschau_default-0.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/20June_2011_Monday_tagesschau_default-0/1,CSLR-IIGA/segmentation/test/20June_2011_Monday_tagesschau_default-0,__ON__ JETZT WETTER VORAUS INFORMIEREN MORGEN DIENSTAG EINS ZWANZIG JUNI __OFF__
20June_2011_Monday_tagesschau_default-9,video/test/20June_2011_Monday_tagesschau_default-9/20June_2011_Monday_tagesschau_default-9.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/20June_2011_Monday_tagesschau_default-9/1,CSLR-IIGA/segmentation/test/20June_2011_Monday_tagesschau_default-9,FLUSS MILD SECHSZEHN GRAD FLUSS NUR ACHT GRAD HOCH FLUSS WARM DREISSIG GRAD
20November_2009_Friday_tagesschau_default-0,video/test/20November_2009_Friday_tagesschau_default-0/20November_2009_Friday_tagesschau_default-0.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/20November_2009_Friday_tagesschau_default-0/1,CSLR-IIGA/segmentation/test/20November_2009_Friday_tagesschau_default-0,__ON__ JETZT WETTER WIE-AUSSEHEN MORGEN SAMSTAG EINS ZWANZIG NOVEMBER __OFF__
20November_2009_Friday_tagesschau_default-10,video/test/20November_2009_Friday_tagesschau_default-10/20November_2009_Friday_tagesschau_default-10.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/20November_2009_Friday_tagesschau_default-10/1,CSLR-IIGA/segmentation/test/20November_2009_Friday_tagesschau_default-10,TEIL WIND MEHR KUEHL AUCH ABER HIER SO HIER HERBST MILD __OFF__
20November_2009_Friday_tagesschau_default-2,video/test/20November_2009_Friday_tagesschau_default-2/20November_2009_Friday_tagesschau_default-2.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/20November_2009_Friday_tagesschau_default-2/1,CSLR-IIGA/segmentation/test/20November_2009_Friday_tagesschau_default-2,__ON__ TIEF WIE-AUSSEHEN KOMMEN NORD HEUTE NACHT BISSCHEN REGEN DEUTSCH LAND SONST HOCH DRUCK TROCKEN TEIL FREUNDLICH MORGEN __OFF__
20November_2009_Friday_tagesschau_default-5,video/test/20November_2009_Friday_tagesschau_default-5/20November_2009_Friday_tagesschau_default-5.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/20November_2009_Friday_tagesschau_default-5/1,CSLR-IIGA/segmentation/test/20November_2009_Friday_tagesschau_default-5,TAL NEBEL MANCHMAL MORGEN LANG DAUER NEBEL WOLKE ABER TROCKEN NACH MITTAG MEHR FREUNDLICH __OFF__
20November_2010_Saturday_tagesschau_default-9,video/test/20November_2010_Saturday_tagesschau_default-9/20November_2010_Saturday_tagesschau_default-9.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/20November_2010_Saturday_tagesschau_default-9/1,CSLR-IIGA/segmentation/test/20November_2010_Saturday_tagesschau_default-9,KLAR NACHT EIS NORD PLUS FUENF
20October_2010_Wednesday_tagesschau_default-13,video/test/20October_2010_Wednesday_tagesschau_default-13/20October_2010_Wednesday_tagesschau_default-13.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/20October_2010_Wednesday_tagesschau_default-13/1,CSLR-IIGA/segmentation/test/20October_2010_Wednesday_tagesschau_default-13,__ON__ HEUTE NACHT NORDOST DREI NULL FUENF GRAD SONST OST ZWISCHEN NULL ZWISCHEN
20October_2010_Wednesday_tagesschau_default-5,video/test/20October_2010_Wednesday_tagesschau_default-5/20October_2010_Wednesday_tagesschau_default-5.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/20October_2010_Wednesday_tagesschau_default-5/1,CSLR-IIGA/segmentation/test/20October_2010_Wednesday_tagesschau_default-5,__ON__ HEUTE NACHT WAHRSCHEINLICH SCHAUER IX AUCH GEWITTER
20October_2010_Wednesday_tagesschau_default-8,video/test/20October_2010_Wednesday_tagesschau_default-8/20October_2010_Wednesday_tagesschau_default-8.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/20October_2010_Wednesday_tagesschau_default-8/1,CSLR-IIGA/segmentation/test/20October_2010_Wednesday_tagesschau_default-8,__ON__ SUED MORGEN WOLKE TEIL SONNE SONST REGION SCHAUER
20October_2011_Thursday_tagesschau_default-16,video/test/20October_2011_Thursday_tagesschau_default-16/20October_2011_Thursday_tagesschau_default-16.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/20October_2011_Thursday_tagesschau_default-16/1,CSLR-IIGA/segmentation/test/20October_2011_Thursday_tagesschau_default-16,TAG BERG SECHS GRAD IX REGION DREIZEHN GRAD REGION WIE-AUSSEHEN IN-KOMMEND __OFF__
20October_2011_Thursday_tagesschau_default-5,video/test/20October_2011_Thursday_tagesschau_default-5/20October_2011_Thursday_tagesschau_default-5.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/20October_2011_Thursday_tagesschau_default-5/1,CSLR-IIGA/segmentation/test/20October_2011_Thursday_tagesschau_default-5,SUED REGION KOENNEN NACHT FROST BODEN __OFF__
20September_2010_Monday_heute_default-3,video/test/20September_2010_Monday_heute_default-3/20September_2010_Monday_heute_default-3.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/20September_2010_Monday_heute_default-3/1,CSLR-IIGA/segmentation/test/20September_2010_Monday_heute_default-3,WEHEN  MEHR FREUNDLICH MEHR HEUTE NACHT WAHRSCHEINLICH REGEN NORD REGION STERN KOENNEN SEHEN
21April_2010_Wednesday_heute_default-0,video/test/21April_2010_Wednesday_heute_default-0/21April_2010_Wednesday_heute_default-0.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/21April_2010_Wednesday_heute_default-0/1,CSLR-IIGA/segmentation/test/21April_2010_Wednesday_heute_default-0,__ON__ GUT ABEND BEGRUESSEN JETZT NACHT KOMMEN FROST TAG TEMPERATUR HOCH NOCH-NICHT
21April_2010_Wednesday_tagesschau_default-9,video/test/21April_2010_Wednesday_tagesschau_default-9/21April_2010_Wednesday_tagesschau_default-9.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/21April_2010_Wednesday_tagesschau_default-9/1,CSLR-IIGA/segmentation/test/21April_2010_Wednesday_tagesschau_default-9,MORGEN NORD NEUN GRAD SUED ACHTZEHN GRAD __OFF__
21August_2010_Saturday_tagesschau_default-10,video/test/21August_2010_Saturday_tagesschau_default-10/21August_2010_Saturday_tagesschau_default-10.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/21August_2010_Saturday_tagesschau_default-10/1,CSLR-IIGA/segmentation/test/21August_2010_Saturday_tagesschau_default-10,__ON__ HEUTE NACHT ZWISCHEN NEUNZEHN ZWISCHEN FUENFZEHN SUEDOST MAXIMAL ZWOELF
21August_2011_Sunday_tagesschau_default-5,video/test/21August_2011_Sunday_tagesschau_default-5/21August_2011_Sunday_tagesschau_default-5.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/21August_2011_Sunday_tagesschau_default-5/1,CSLR-IIGA/segmentation/test/21August_2011_Sunday_tagesschau_default-5,__ON__ NORD NACHT ANFANG ENORM SCHAUER GEWITTER DANN WOLKE VERSCHWINDEN
21January_2011_Friday_tagesschau_default-3,video/test/21January_2011_Friday_tagesschau_default-3/21January_2011_Friday_tagesschau_default-3.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/21January_2011_Friday_tagesschau_default-3/1,CSLR-IIGA/segmentation/test/21January_2011_Friday_tagesschau_default-3,BEI-UNS NORDWEST BEKOMMEN REGEN ODER SCHNEE
21January_2011_Friday_tagesschau_default-4,video/test/21January_2011_Friday_tagesschau_default-4/21January_2011_Friday_tagesschau_default-4.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/21January_2011_Friday_tagesschau_default-4/1,CSLR-IIGA/segmentation/test/21January_2011_Friday_tagesschau_default-4,HEUTE NACHT STERN SEHEN MEISTENS NEBEL AUCH
21March_2011_Monday_tagesschau_default-10,video/test/21March_2011_Monday_tagesschau_default-10/21March_2011_Monday_tagesschau_default-10.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/21March_2011_Monday_tagesschau_default-10/1,CSLR-IIGA/segmentation/test/21March_2011_Monday_tagesschau_default-10,__ON__ DREHEN MEER NORD MAESSIG FRISCH
21May_2010_Friday_tagesschau_default-0,video/test/21May_2010_Friday_tagesschau_default-0/21May_2010_Friday_tagesschau_default-0.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/21May_2010_Friday_tagesschau_default-0/1,CSLR-IIGA/segmentation/test/21May_2010_Friday_tagesschau_default-0,__ON__ JETZT WETTER MORGEN __OFF__
21May_2010_Friday_tagesschau_default-10,video/test/21May_2010_Friday_tagesschau_default-10/21May_2010_Friday_tagesschau_default-10.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/21May_2010_Friday_tagesschau_default-10/1,CSLR-IIGA/segmentation/test/21May_2010_Friday_tagesschau_default-10,__ON__  ES-BEDEUTET WIND WEHEN ABER HAUPTSAECHLICH SCHWACH MAESSIG WEHEN  __OFF__
21May_2010_Friday_tagesschau_default-12,video/test/21May_2010_Friday_tagesschau_default-12/21May_2010_Friday_tagesschau_default-12.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/21May_2010_Friday_tagesschau_default-12/1,CSLR-IIGA/segmentation/test/21May_2010_Friday_tagesschau_default-12,MORGEN NORD FUENFZEHN GRAD REGION FLUSS VIER ZWANZIG GRAD MOEGLICH 
21May_2010_Friday_tagesschau_default-13,video/test/21May_2010_Friday_tagesschau_default-13/21May_2010_Friday_tagesschau_default-13.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/21May_2010_Friday_tagesschau_default-13/1,CSLR-IIGA/segmentation/test/21May_2010_Friday_tagesschau_default-13,SONNTAG BLEIBEN SO MONTAG NORD WOLKE KOMMEN REGEN 
21May_2010_Friday_tagesschau_default-7,video/test/21May_2010_Friday_tagesschau_default-7/21May_2010_Friday_tagesschau_default-7.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/21May_2010_Friday_tagesschau_default-7/1,CSLR-IIGA/segmentation/test/21May_2010_Friday_tagesschau_default-7,MOEGLICH NEBEL MORGEN NORD WOLKE SONNE WECHSELHAFT MOEGLICH SCHAUER GEWITTER
21November_2009_Saturday_tagesschau_default-7,video/test/21November_2009_Saturday_tagesschau_default-7/21November_2009_Saturday_tagesschau_default-7.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/21November_2009_Saturday_tagesschau_default-7/1,CSLR-IIGA/segmentation/test/21November_2009_Saturday_tagesschau_default-7,NORDWEST SCHAUER STURM KOMMEN ABEND STURM BERG ORKAN MOEGLICH
21November_2010_Sunday_tagesschau_default-12,video/test/21November_2010_Sunday_tagesschau_default-12/21November_2010_Sunday_tagesschau_default-12.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/21November_2010_Sunday_tagesschau_default-12/1,CSLR-IIGA/segmentation/test/21November_2010_Sunday_tagesschau_default-12,__ON__ HEUTE-NACHT STERN HABEN BISSCHEN FROST MOEGLICH SONST NULL BIS VIER GRAD __OFF__
21November_2010_Sunday_tagesschau_default-15,video/test/21November_2010_Sunday_tagesschau_default-15/21November_2010_Sunday_tagesschau_default-15.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/21November_2010_Sunday_tagesschau_default-15/1,CSLR-IIGA/segmentation/test/21November_2010_Sunday_tagesschau_default-15,MITTWOCH DONNERSTAG WECHSELHAFT BISSCHEN REGEN SCHNEE MEHR TIEF SCHNEE HABEN __OFF__
21November_2011_Monday_heute_default-14,video/test/21November_2011_Monday_heute_default-14/21November_2011_Monday_heute_default-14.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/21November_2011_Monday_heute_default-14/1,CSLR-IIGA/segmentation/test/21November_2011_Monday_heute_default-14,ACH KOMMEN VON MEHR WIND KOMMEN BESONDERS NORD BEKOMMEN BISSCHEN REGEN IHR SCHOEN ABEND __OFF__
21November_2011_Monday_heute_default-3,video/test/21November_2011_Monday_heute_default-3/21November_2011_Monday_heute_default-3.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/21November_2011_Monday_heute_default-3/1,CSLR-IIGA/segmentation/test/21November_2011_Monday_heute_default-3,SONST NUR BISSCHEN REGEN ABER REGION  REGION RECHNEN NICHT-HABEN  REGEN BEDEUTEN WAHR BRAUCHEN
21November_2011_Monday_heute_default-6,video/test/21November_2011_Monday_heute_default-6/21November_2011_Monday_heute_default-6.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/21November_2011_Monday_heute_default-6/1,CSLR-IIGA/segmentation/test/21November_2011_Monday_heute_default-6,PLUS VIER SEE AUCH WEST REGION VIER GRAD __OFF__
21November_2011_Monday_tagesschau_default-4,video/test/21November_2011_Monday_tagesschau_default-4/21November_2011_Monday_tagesschau_default-4.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/21November_2011_Monday_tagesschau_default-4/1,CSLR-IIGA/segmentation/test/21November_2011_Monday_tagesschau_default-4,NACHT IX ANFANG WIEDER VIEL KLAR HIMMEL DANN MEHR NEBEL HOCH NEBEL
21October_2010_Thursday_tagesschau_default-7,video/test/21October_2010_Thursday_tagesschau_default-7/21October_2010_Thursday_tagesschau_default-7.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/21October_2010_Thursday_tagesschau_default-7/1,CSLR-IIGA/segmentation/test/21October_2010_Thursday_tagesschau_default-7,__ON__ NORD HEUTE NACHT KRAEFTIG WEHEN AUCH STURM DANN WIND IX ORKAN MOEGLICH  __OFF__
